rxn_smiles,R,P,rxn_type
[O]OC(C)(C)CCOC>>COCC=C(C)C.[O]O,[O]OC(C)(C)CCOC,COCC=C(C)C.[O]O,olefin_formation
[O]OC(C)(C)CCOCC>>C=C(C)CCOCC.[O]O,[O]OC(C)(C)CCOCC,C=C(C)CCOCC.[O]O,olefin_formation
[O]OC(C)(C)CCOCC>>CCOCC=C(C)C.[O]O,[O]OC(C)(C)CCOCC,CCOCC=C(C)C.[O]O,olefin_formation
[O]OC(C)CCOC(C)C>>CC=CCOC(C)C.[O]O,[O]OC(C)CCOC(C)C,CC=CCOC(C)C.[O]O,olefin_formation
[O]OC(C)CCOC(C)C>>C=CCCOC(C)C.[O]O,[O]OC(C)CCOC(C)C,C=CCCOC(C)C.[O]O,olefin_formation
[O]OC(C)(C)CCOC(C)C>>C=C(C)CCOC(C)C.[O]O,[O]OC(C)(C)CCOC(C)C,C=C(C)CCOC(C)C.[O]O,olefin_formation
[O]OC(C)(C)CCOC(C)C>>CC(C)=CCOC(C)C.[O]O,[O]OC(C)(C)CCOC(C)C,CC(C)=CCOC(C)C.[O]O,olefin_formation
[O]OCCCCCOC>>C=CCCCOC.[O]O,[O]OCCCCCOC,C=CCCCOC.[O]O,olefin_formation
[O]OC(C)CCCCOC>>CC=CCCCOC.[O]O,[O]OC(C)CCCCOC,CC=CCCCOC.[O]O,olefin_formation
[O]OC(C)CCCCOC>>C=CCCCCOC.[O]O,[O]OC(C)CCCCOC,C=CCCCCOC.[O]O,olefin_formation
[O]OCCCCC(C)OC>>C=CCCC(C)OC.[O]O,[O]OCCCCC(C)OC,C=CCCC(C)OC.[O]O,olefin_formation
[O]OC(C)CCCC(C)OC>>C=CCCCC(C)OC.[O]O,[O]OC(C)CCCC(C)OC,C=CCCCC(C)OC.[O]O,olefin_formation
[O]OC(C)CCCC(C)OC>>CC=CCCC(C)OC.[O]O,[O]OC(C)CCCC(C)OC,CC=CCCC(C)OC.[O]O,olefin_formation
[O]OC(C)(C)CCCCOC>>C=C(C)CCCCOC.[O]O,[O]OC(C)(C)CCCCOC,C=C(C)CCCCOC.[O]O,olefin_formation
[O]OC(C)(C)CCCCOC>>COCCCC=C(C)C.[O]O,[O]OC(C)(C)CCCCOC,COCCCC=C(C)C.[O]O,olefin_formation
[O]OC(C)(C)CCCC(C)OC>>C=C(C)CCCC(C)OC.[O]O,[O]OC(C)(C)CCCC(C)OC,C=C(C)CCCC(C)OC.[O]O,olefin_formation
[O]OC(C)(C)CCCC(C)OC>>COC(C)CCC=C(C)C.[O]O,[O]OC(C)(C)CCCC(C)OC,COC(C)CCC=C(C)C.[O]O,olefin_formation
[O]OC(CCCC)OC>>CCCC=COC.[O]O,[O]OC(CCCC)OC,CCCC=COC.[O]O,olefin_formation
[O]OC(CCCCC)OC>>CCCCC=COC.[O]O,[O]OC(CCCCC)OC,CCCCC=COC.[O]O,olefin_formation
[O]OC(C)(CCCC)OC>>C=C(CCCC)OC.[O]O,[O]OC(C)(CCCC)OC,C=C(CCCC)OC.[O]O,olefin_formation
[O]OC(C)(CCCC)OC>>CCCC=C(C)OC.[O]O,[O]OC(C)(CCCC)OC,CCCC=C(C)OC.[O]O,olefin_formation
[O]OC(C)(CCCCC)OC>>C=C(CCCCC)OC.[O]O,[O]OC(C)(CCCCC)OC,C=C(CCCCC)OC.[O]O,olefin_formation
[O]OC(C)(CCCCC)OC>>CCCCC=C(C)OC.[O]O,[O]OC(C)(CCCCC)OC,CCCCC=C(C)OC.[O]O,olefin_formation
[O]OC(C)(CCCC(C)C)OC>>COC(C)=CCCC(C)C.[O]O,[O]OC(C)(CCCC(C)C)OC,COC(C)=CCCC(C)C.[O]O,olefin_formation
[O]OC(C)(CCCC(C)C)OC>>C=C(CCCC(C)C)OC.[O]O,[O]OC(C)(CCCC(C)C)OC,C=C(CCCC(C)C)OC.[O]O,olefin_formation
[O]OC(CCCC(C)C)OC>>COC=CCCC(C)C.[O]O,[O]OC(CCCC(C)C)OC,COC=CCCC(C)C.[O]O,olefin_formation
[CH2]C(OC)OO.O=O>>COC(CO[O])OO,[CH2]C(OC)OO.O=O,COC(CO[O])OO,qooh_to_o2qooh
CO[CH]COO.O=O>>COC(COO)O[O],CO[CH]COO.O=O,COC(COO)O[O],qooh_to_o2qooh
[CH2]C(C)(OC)OO.O=O>>COC(C)(CO[O])OO,[CH2]C(C)(OC)OO.O=O,COC(C)(CO[O])OO,qooh_to_o2qooh
CO[C](C)COO.O=O>>COC(C)(COO)O[O],CO[C](C)COO.O=O,COC(C)(COO)O[O],qooh_to_o2qooh
C[CH]C(OC)OO.O=O>>COC(OO)C(C)O[O],C[CH]C(OC)OO.O=O,COC(OO)C(C)O[O],qooh_to_o2qooh
CO[CH]C(C)OO.O=O>>COC(O[O])C(C)OO,CO[CH]C(C)OO.O=O,COC(O[O])C(C)OO,qooh_to_o2qooh
[CH2]C(COC)OO.O=O>>COCC(CO[O])OO,[CH2]C(COC)OO.O=O,COCC(CO[O])OO,qooh_to_o2qooh
C[CH]C(C)(OC)OO.O=O>>COC(C)(OO)C(C)O[O],C[CH]C(C)(OC)OO.O=O,COC(C)(OO)C(C)O[O],qooh_to_o2qooh
[CH2]C(CC)(OC)OO.O=O>>CCC(CO[O])(OC)OO,[CH2]C(CC)(OC)OO.O=O,CCC(CO[O])(OC)OO,qooh_to_o2qooh
COC(OO)[C](C)C.O=O>>COC(OO)C(C)(C)O[O],COC(OO)[C](C)C.O=O,COC(OO)C(C)(C)O[O],qooh_to_o2qooh
[CH2]C(OO)C(C)OC.O=O>>COC(C)C(CO[O])OO,[CH2]C(OO)C(C)OC.O=O,COC(C)C(CO[O])OO,qooh_to_o2qooh
CO[C](C)C(C)OO.O=O>>COC(C)(O[O])C(C)OO,CO[C](C)C(C)OO.O=O,COC(C)(O[O])C(C)OO,qooh_to_o2qooh
CO[CH]C(C)(C)OO.O=O>>COC(O[O])C(C)(C)OO,CO[CH]C(C)(C)OO.O=O,COC(O[O])C(C)(C)OO,qooh_to_o2qooh
[CH2]C(C)(COC)OO.O=O>>COCC(C)(CO[O])OO,[CH2]C(C)(COC)OO.O=O,COCC(C)(CO[O])OO,qooh_to_o2qooh
[CH2]C(OC)(OO)C(C)C.O=O>>COC(CO[O])(OO)C(C)C,[CH2]C(OC)(OO)C(C)C.O=O,COC(CO[O])(OO)C(C)C,qooh_to_o2qooh
COC(C)(OO)[C](C)C.O=O>>COC(C)(OO)C(C)(C)O[O],COC(C)(OO)[C](C)C.O=O,COC(C)(OO)C(C)(C)O[O],qooh_to_o2qooh
CO[C](C)C(C)(C)OO.O=O>>COC(C)(O[O])C(C)(C)OO,CO[C](C)C(C)(C)OO.O=O,COC(C)(O[O])C(C)(C)OO,qooh_to_o2qooh
[CH2]C(C)(OO)C(C)OC.O=O>>COC(C)C(C)(CO[O])OO,[CH2]C(C)(OO)C(C)OC.O=O,COC(C)C(C)(CO[O])OO,qooh_to_o2qooh
[CH2]OCOO.O=O>>[O]OCOCOO,[CH2]OCOO.O=O,[O]OCOCOO,qooh_to_o2qooh
C[CH]OCOO.O=O>>CC(O[O])OCOO,C[CH]OCOO.O=O,CC(O[O])OCOO,qooh_to_o2qooh
[CH2]OC(C)OO.O=O>>CC(OO)OCO[O],[CH2]OC(C)OO.O=O,CC(OO)OCO[O],qooh_to_o2qooh
C[C](C)OCOO.O=O>>CC(C)(O[O])OCOO,C[C](C)OCOO.O=O,CC(C)(O[O])OCOO,qooh_to_o2qooh
[CH2]OC(C)(C)OO.O=O>>CC(C)(OO)OCO[O],[CH2]OC(C)(C)OO.O=O,CC(C)(OO)OCO[O],qooh_to_o2qooh
C[CH]OC(C)OO.O=O>>CC(O[O])OC(C)OO,C[CH]OC(C)OO.O=O,CC(O[O])OC(C)OO,qooh_to_o2qooh
C[C](C)OC(C)OO.O=O>>CC(OO)OC(C)(C)O[O],C[C](C)OC(C)OO.O=O,CC(OO)OC(C)(C)O[O],qooh_to_o2qooh
C[CH]OC(C)(C)OO.O=O>>CC(O[O])OC(C)(C)OO,C[CH]OC(C)(C)OO.O=O,CC(O[O])OC(C)(C)OO,qooh_to_o2qooh
C[C](C)OC(C)(C)OO.O=O>>CC(C)(O[O])OC(C)(C)OO,C[C](C)OC(C)(C)OO.O=O,CC(C)(O[O])OC(C)(C)OO,qooh_to_o2qooh
CO[CH]CCOO.O=O>>COC(CCOO)O[O],CO[CH]CCOO.O=O,COC(CCOO)O[O],qooh_to_o2qooh
CO[C](C)CCOO.O=O>>COC(C)(CCOO)O[O],CO[C](C)CCOO.O=O,COC(C)(CCOO)O[O],qooh_to_o2qooh
CO[CH]CC(C)OO.O=O>>COC(CC(C)OO)O[O],CO[CH]CC(C)OO.O=O,COC(CC(C)OO)O[O],qooh_to_o2qooh
CO[C](C)CC(C)OO.O=O>>COC(C)(CC(C)OO)O[O],CO[C](C)CC(C)OO.O=O,COC(C)(CC(C)OO)O[O],qooh_to_o2qooh
CO[CH]CC(C)(C)OO.O=O>>COC(CC(C)(C)OO)O[O],CO[CH]CC(C)(C)OO.O=O,COC(CC(C)(C)OO)O[O],qooh_to_o2qooh
CO[C](C)CC(C)(C)OO.O=O>>COC(C)(CC(C)(C)OO)O[O],CO[C](C)CC(C)(C)OO.O=O,COC(C)(CC(C)(C)OO)O[O],qooh_to_o2qooh
[CH2]CC(OC)OO.O=O>>COC(CCO[O])OO,[CH2]CC(OC)OO.O=O,COC(CCO[O])OO,qooh_to_o2qooh
C[CH]CC(OC)OO.O=O>>COC(CC(C)O[O])OO,C[CH]CC(OC)OO.O=O,COC(CC(C)O[O])OO,qooh_to_o2qooh
[CH2]C[C@](C)(OC)OO.O=O>>CO[C@@](C)(CCO[O])OO,[CH2]C[C@](C)(OC)OO.O=O,CO[C@@](C)(CCO[O])OO,qooh_to_o2qooh
C[CH]CC(C)(OC)OO.O=O>>COC(C)(CC(C)O[O])OO,C[CH]CC(C)(OC)OO.O=O,COC(C)(CC(C)O[O])OO,qooh_to_o2qooh
COC(C[C](C)C)OO.O=O>>COC(CC(C)(C)O[O])OO,COC(C[C](C)C)OO.O=O,COC(CC(C)(C)O[O])OO,qooh_to_o2qooh
COC(C)(C[C](C)C)OO.O=O>>COC(C)(CC(C)(C)O[O])OO,COC(C)(C[C](C)C)OO.O=O,COC(C)(CC(C)(C)O[O])OO,qooh_to_o2qooh
[CH2]COCOO.O=O>>[O]OCCOCOO,[CH2]COCOO.O=O,[O]OCCOCOO,qooh_to_o2qooh
[CH2]COC(C)OO.O=O>>CC(OO)OCCO[O],[CH2]COC(C)OO.O=O,CC(OO)OCCO[O],qooh_to_o2qooh
C[CH]COCOO.O=O>>CC(COCOO)O[O],C[CH]COCOO.O=O,CC(COCOO)O[O],qooh_to_o2qooh
C[CH]COC(C)OO.O=O>>CC(COC(C)OO)O[O],C[CH]COC(C)OO.O=O,CC(COC(C)OO)O[O],qooh_to_o2qooh
C[C](C)COCOO.O=O>>CC(C)(COCOO)O[O],C[C](C)COCOO.O=O,CC(C)(COCOO)O[O],qooh_to_o2qooh
[CH2]COC(C)(C)OO.O=O>>CC(C)(OO)OCCO[O],[CH2]COC(C)(C)OO.O=O,CC(C)(OO)OCCO[O],qooh_to_o2qooh
C[CH]COC(C)(C)OO.O=O>>CC(COC(C)(C)OO)O[O],C[CH]COC(C)(C)OO.O=O,CC(COC(C)(C)OO)O[O],qooh_to_o2qooh
C[C](C)COC(C)OO.O=O>>CC(OO)OCC(C)(C)O[O],C[C](C)COC(C)OO.O=O,CC(OO)OCC(C)(C)O[O],qooh_to_o2qooh
C[C](C)COC(C)(C)OO.O=O>>CC(C)(COC(C)(C)OO)O[O],C[C](C)COC(C)(C)OO.O=O,CC(C)(COC(C)(C)OO)O[O],qooh_to_o2qooh
[CH2]OCCOO.O=O>>[O]OCOCCOO,[CH2]OCCOO.O=O,[O]OCOCCOO,qooh_to_o2qooh
[CH2]OCC(C)OO.O=O>>CC(COCO[O])OO,[CH2]OCC(C)OO.O=O,CC(COCO[O])OO,qooh_to_o2qooh
C[CH]OCCOO.O=O>>CC(O[O])OCCOO,C[CH]OCCOO.O=O,CC(O[O])OCCOO,qooh_to_o2qooh
C[CH]OCC(C)OO.O=O>>CC(COC(C)O[O])OO,C[CH]OCC(C)OO.O=O,CC(COC(C)O[O])OO,qooh_to_o2qooh
C[C](C)OCCOO.O=O>>CC(C)(O[O])OCCOO,C[C](C)OCCOO.O=O,CC(C)(O[O])OCCOO,qooh_to_o2qooh
[CH2]OCC(C)(C)OO.O=O>>CC(C)(COCO[O])OO,[CH2]OCC(C)(C)OO.O=O,CC(C)(COCO[O])OO,qooh_to_o2qooh
C[CH]OCC(C)(C)OO.O=O>>CC(O[O])OCC(C)(C)OO,C[CH]OCC(C)(C)OO.O=O,CC(O[O])OCC(C)(C)OO,qooh_to_o2qooh
C[C](C)OCC(C)OO.O=O>>CC(COC(C)(C)O[O])OO,C[C](C)OCC(C)OO.O=O,CC(COC(C)(C)O[O])OO,qooh_to_o2qooh
C[C](C)OCC(C)(C)OO.O=O>>CC(C)(COC(C)(C)O[O])OO,C[C](C)OCC(C)(C)OO.O=O,CC(C)(COC(C)(C)O[O])OO,qooh_to_o2qooh
CO[CH]CCCOO.O=O>>COC(CCCOO)O[O],CO[CH]CCCOO.O=O,COC(CCCOO)O[O],qooh_to_o2qooh
CO[CH]CCC(C)OO.O=O>>COC(CCC(C)OO)O[O],CO[CH]CCC(C)OO.O=O,COC(CCC(C)OO)O[O],qooh_to_o2qooh
CO[C](C)CCCOO.O=O>>COC(C)(CCCOO)O[O],CO[C](C)CCCOO.O=O,COC(C)(CCCOO)O[O],qooh_to_o2qooh
CO[C](C)CCC(C)OO.O=O>>COC(C)(CCC(C)OO)O[O],CO[C](C)CCC(C)OO.O=O,COC(C)(CCC(C)OO)O[O],qooh_to_o2qooh
CO[CH]CCC(C)(C)OO.O=O>>COC(CCC(C)(C)OO)O[O],CO[CH]CCC(C)(C)OO.O=O,COC(CCC(C)(C)OO)O[O],qooh_to_o2qooh
CO[C](C)CCC(C)(C)OO.O=O>>COC(C)(CCC(C)(C)OO)O[O],CO[C](C)CCC(C)(C)OO.O=O,COC(C)(CCC(C)(C)OO)O[O],qooh_to_o2qooh
[CH2]CCC(OC)OO.O=O>>COC(CCCO[O])OO,[CH2]CCC(OC)OO.O=O,COC(CCCO[O])OO,qooh_to_o2qooh
C[CH]CCC(OC)OO.O=O>>COC(CCC(C)O[O])OO,C[CH]CCC(OC)OO.O=O,COC(CCC(C)O[O])OO,qooh_to_o2qooh
[CH2]CCC(C)(OC)OO.O=O>>COC(C)(CCCO[O])OO,[CH2]CCC(C)(OC)OO.O=O,COC(C)(CCCO[O])OO,qooh_to_o2qooh
C[CH]CCC(C)(OC)OO.O=O>>COC(C)(CCC(C)O[O])OO,C[CH]CCC(C)(OC)OO.O=O,COC(C)(CCC(C)O[O])OO,qooh_to_o2qooh
COC(CC[C](C)C)OO.O=O>>COC(CCC(C)(C)O[O])OO,COC(CC[C](C)C)OO.O=O,COC(CCC(C)(C)O[O])OO,qooh_to_o2qooh
COC(C)(CC[C](C)C)OO.O=O>>COC(C)(CCC(C)(C)O[O])OO,COC(C)(CC[C](C)C)OO.O=O,COC(C)(CCC(C)(C)O[O])OO,qooh_to_o2qooh
[CH2]CCOCOO.O=O>>[O]OCCCOCOO,[CH2]CCOCOO.O=O,[O]OCCCOCOO,qooh_to_o2qooh
[CH2]CCOC(C)OO.O=O>>CC(OO)OCCCO[O],[CH2]CCOC(C)OO.O=O,CC(OO)OCCCO[O],qooh_to_o2qooh
C[CH]CCOCOO.O=O>>CC(CCOCOO)O[O],C[CH]CCOCOO.O=O,CC(CCOCOO)O[O],qooh_to_o2qooh
C[CH]CCOC(C)OO.O=O>>CC(CCOC(C)OO)O[O],C[CH]CCOC(C)OO.O=O,CC(CCOC(C)OO)O[O],qooh_to_o2qooh
C[C](C)CCOCOO.O=O>>CC(C)(CCOCOO)O[O],C[C](C)CCOCOO.O=O,CC(C)(CCOCOO)O[O],qooh_to_o2qooh
[CH2]CCOC(C)(C)OO.O=O>>CC(C)(OO)OCCCO[O],[CH2]CCOC(C)(C)OO.O=O,CC(C)(OO)OCCCO[O],qooh_to_o2qooh
C[CH]CCOC(C)(C)OO.O=O>>CC(CCOC(C)(C)OO)O[O],C[CH]CCOC(C)(C)OO.O=O,CC(CCOC(C)(C)OO)O[O],qooh_to_o2qooh
C[C](C)CCOC(C)OO.O=O>>CC(OO)OCCC(C)(C)O[O],C[C](C)CCOC(C)OO.O=O,CC(OO)OCCC(C)(C)O[O],qooh_to_o2qooh
C[C](C)CCOC(C)(C)OO.O=O>>CC(C)(CCOC(C)(C)OO)O[O],C[C](C)CCOC(C)(C)OO.O=O,CC(C)(CCOC(C)(C)OO)O[O],qooh_to_o2qooh
[CH2]COCCOO.O=O>>[O]OCCOCCOO,[CH2]COCCOO.O=O,[O]OCCOCCOO,qooh_to_o2qooh
[CH2]COCC(C)OO.O=O>>CC(COCCO[O])OO,[CH2]COCC(C)OO.O=O,CC(COCCO[O])OO,qooh_to_o2qooh
C[CH]COCCOO.O=O>>CC(COCCOO)O[O],C[CH]COCCOO.O=O,CC(COCCOO)O[O],qooh_to_o2qooh
C[CH]COCC(C)OO.O=O>>CC(COCC(C)OO)O[O],C[CH]COCC(C)OO.O=O,CC(COCC(C)OO)O[O],qooh_to_o2qooh
C[C](C)COCCOO.O=O>>CC(C)(COCCOO)O[O],C[C](C)COCCOO.O=O,CC(C)(COCCOO)O[O],qooh_to_o2qooh
[CH2]COCC(C)(C)OO.O=O>>CC(C)(COCCO[O])OO,[CH2]COCC(C)(C)OO.O=O,CC(C)(COCCO[O])OO,qooh_to_o2qooh
C[CH]COCC(C)(C)OO.O=O>>CC(COCC(C)(C)OO)O[O],C[CH]COCC(C)(C)OO.O=O,CC(COCC(C)(C)OO)O[O],qooh_to_o2qooh
C[C](C)COCC(C)OO.O=O>>CC(COCC(C)(C)O[O])OO,C[C](C)COCC(C)OO.O=O,CC(COCC(C)(C)O[O])OO,qooh_to_o2qooh
C[C](C)COCC(C)(C)OO.O=O>>CC(C)(COCC(C)(C)OO)O[O],C[C](C)COCC(C)(C)OO.O=O,CC(C)(COCC(C)(C)OO)O[O],qooh_to_o2qooh
[CH2]OCCCOO.O=O>>[O]OCOCCCOO,[CH2]OCCCOO.O=O,[O]OCOCCCOO,qooh_to_o2qooh
[CH2]OCCC(C)OO.O=O>>CC(CCOCO[O])OO,[CH2]OCCC(C)OO.O=O,CC(CCOCO[O])OO,qooh_to_o2qooh
C[CH]OCCCOO.O=O>>CC(O[O])OCCCOO,C[CH]OCCCOO.O=O,CC(O[O])OCCCOO,qooh_to_o2qooh
C[CH]OCCC(C)OO.O=O>>CC(CCOC(C)O[O])OO,C[CH]OCCC(C)OO.O=O,CC(CCOC(C)O[O])OO,qooh_to_o2qooh
C[C](C)OCCCOO.O=O>>CC(C)(O[O])OCCCOO,C[C](C)OCCCOO.O=O,CC(C)(O[O])OCCCOO,qooh_to_o2qooh
[CH2]OCCC(C)(C)OO.O=O>>CC(C)(CCOCO[O])OO,[CH2]OCCC(C)(C)OO.O=O,CC(C)(CCOCO[O])OO,qooh_to_o2qooh
C[CH]OCCC(C)(C)OO.O=O>>CC(O[O])OCCC(C)(C)OO,C[CH]OCCC(C)(C)OO.O=O,CC(O[O])OCCC(C)(C)OO,qooh_to_o2qooh
C[C](C)OCCC(C)OO.O=O>>CC(CCOC(C)(C)O[O])OO,C[C](C)OCCC(C)OO.O=O,CC(CCOC(C)(C)O[O])OO,qooh_to_o2qooh
C[C](C)OCCC(C)(C)OO.O=O>>CC(C)(CCOC(C)(C)O[O])OO,C[C](C)OCCC(C)(C)OO.O=O,CC(C)(CCOC(C)(C)O[O])OO,qooh_to_o2qooh
CO[CH]CCCCOO.O=O>>COC(CCCCOO)O[O],CO[CH]CCCCOO.O=O,COC(CCCCOO)O[O],qooh_to_o2qooh
CO[CH]CCCC(C)OO.O=O>>COC(CCCC(C)OO)O[O],CO[CH]CCCC(C)OO.O=O,COC(CCCC(C)OO)O[O],qooh_to_o2qooh
CO[C](C)CCCCOO.O=O>>COC(C)(CCCCOO)O[O],CO[C](C)CCCCOO.O=O,COC(C)(CCCCOO)O[O],qooh_to_o2qooh
CO[C](C)CCCC(C)OO.O=O>>COC(C)(CCCC(C)OO)O[O],CO[C](C)CCCC(C)OO.O=O,COC(C)(CCCC(C)OO)O[O],qooh_to_o2qooh
CO[CH]CCCC(C)(C)OO.O=O>>COC(CCCC(C)(C)OO)O[O],CO[CH]CCCC(C)(C)OO.O=O,COC(CCCC(C)(C)OO)O[O],qooh_to_o2qooh
CO[C](C)CCCC(C)(C)OO.O=O>>COC(C)(CCCC(C)(C)OO)O[O],CO[C](C)CCCC(C)(C)OO.O=O,COC(C)(CCCC(C)(C)OO)O[O],qooh_to_o2qooh
[CH2]CCCC(OC)OO.O=O>>COC(CCCCO[O])OO,[CH2]CCCC(OC)OO.O=O,COC(CCCCO[O])OO,qooh_to_o2qooh
C[CH]CCCC(OC)OO.O=O>>COC(CCCC(C)O[O])OO,C[CH]CCCC(OC)OO.O=O,COC(CCCC(C)O[O])OO,qooh_to_o2qooh
[CH2]CCCC(C)(OC)OO.O=O>>COC(C)(CCCCO[O])OO,[CH2]CCCC(C)(OC)OO.O=O,COC(C)(CCCCO[O])OO,qooh_to_o2qooh
C[CH]CCCC(C)(OC)OO.O=O>>COC(C)(CCCC(C)O[O])OO,C[CH]CCCC(C)(OC)OO.O=O,COC(C)(CCCC(C)O[O])OO,qooh_to_o2qooh
COC(C)(CCC[C](C)C)OO.O=O>>COC(C)(CCCC(C)(C)O[O])OO,COC(C)(CCC[C](C)C)OO.O=O,COC(C)(CCCC(C)(C)O[O])OO,qooh_to_o2qooh
COC(CCC[C](C)C)OO.O=O>>COC(CCCC(C)(C)O[O])OO,COC(CCC[C](C)C)OO.O=O,COC(CCCC(C)(C)O[O])OO,qooh_to_o2qooh
COC(CO[O])OO>>COC(=O)COO.[OH],COC(CO[O])OO,COC(=O)COO.[OH],KHP_formation
COC(COO)O[O]>>COC(C=O)OO.[OH],COC(COO)O[O],COC(C=O)OO.[OH],KHP_formation
COC(C)(COO)O[O]>>COC(C)(C=O)OO.[OH],COC(C)(COO)O[O],COC(C)(C=O)OO.[OH],KHP_formation
COC(OO)C(C)O[O]>>COC(=O)C(C)OO.[OH],COC(OO)C(C)O[O],COC(=O)C(C)OO.[OH],KHP_formation
COC(O[O])C(C)OO>>COC(OO)C(C)=O.[OH],COC(O[O])C(C)OO,COC(OO)C(C)=O.[OH],KHP_formation
COCC(CO[O])OO>>COCC(=O)COO.[OH],COCC(CO[O])OO,COCC(=O)COO.[OH],KHP_formation
COC(OO)C(C)(C)O[O]>>COC(=O)C(C)(C)OO.[OH],COC(OO)C(C)(C)O[O],COC(=O)C(C)(C)OO.[OH],KHP_formation
COC(C)C(CO[O])OO>>COC(C)C(=O)COO.[OH],COC(C)C(CO[O])OO,COC(C)C(=O)COO.[OH],KHP_formation
COC(C)(O[O])C(C)OO>>COC(C)(OO)C(C)=O.[OH],COC(C)(O[O])C(C)OO,COC(C)(OO)C(C)=O.[OH],KHP_formation
[O]OCOCOO>>O=COCOO.[OH],[O]OCOCOO,O=COCOO.[OH],KHP_formation
CC(O[O])OCOO>>CC(OO)OC=O.[OH],CC(O[O])OCOO,CC(OO)OC=O.[OH],KHP_formation
CC(OO)OCO[O]>>CC(=O)OCOO.[OH],CC(OO)OCO[O],CC(=O)OCOO.[OH],KHP_formation
CC(C)(O[O])OCOO>>CC(C)(OO)OC=O.[OH],CC(C)(O[O])OCOO,CC(C)(OO)OC=O.[OH],KHP_formation
CC(O[O])OC(C)OO>>CC(=O)OC(C)OO.[OH],CC(O[O])OC(C)OO,CC(=O)OC(C)OO.[OH],KHP_formation
CC(OO)OC(C)(C)O[O]>>CC(=O)OC(C)(C)OO.[OH],CC(OO)OC(C)(C)O[O],CC(=O)OC(C)(C)OO.[OH],KHP_formation
COC(CCOO)O[O]>>COC(CC=O)OO.[OH],COC(CCOO)O[O],COC(CC=O)OO.[OH],KHP_formation
COC(C)(CCOO)O[O]>>COC(C)(CC=O)OO.[OH],COC(C)(CCOO)O[O],COC(C)(CC=O)OO.[OH],KHP_formation
COC(CC(C)OO)O[O]>>COC(CC(C)=O)OO.[OH],COC(CC(C)OO)O[O],COC(CC(C)=O)OO.[OH],KHP_formation
COC(C)(CC(C)OO)O[O]>>COC(C)(CC(C)=O)OO.[OH],COC(C)(CC(C)OO)O[O],COC(C)(CC(C)=O)OO.[OH],KHP_formation
COC(CCO[O])OO>>COC(=O)CCOO.[OH],COC(CCO[O])OO,COC(=O)CCOO.[OH],KHP_formation
COC(CC(C)O[O])OO>>COC(=O)CC(C)OO.[OH],COC(CC(C)O[O])OO,COC(=O)CC(C)OO.[OH],KHP_formation
COC(CC(C)(C)O[O])OO>>COC(=O)CC(C)(C)OO.[OH],COC(CC(C)(C)O[O])OO,COC(=O)CC(C)(C)OO.[OH],KHP_formation
[O]OCCOCOO>>O=COCCOO.[OH],[O]OCCOCOO,O=COCCOO.[OH],KHP_formation
CC(OO)OCCO[O]>>CC(=O)OCCOO.[OH],CC(OO)OCCO[O],CC(=O)OCCOO.[OH],KHP_formation
CC(COCOO)O[O]>>CC(COC=O)OO.[OH],CC(COCOO)O[O],CC(COC=O)OO.[OH],KHP_formation
CC(COC(C)OO)O[O]>>CC(=O)OCC(C)OO.[OH],CC(COC(C)OO)O[O],CC(=O)OCC(C)OO.[OH],KHP_formation
CC(C)(COCOO)O[O]>>CC(C)(COC=O)OO.[OH],CC(C)(COCOO)O[O],CC(C)(COC=O)OO.[OH],KHP_formation
CC(OO)OCC(C)(C)O[O]>>CC(=O)OCC(C)(C)OO.[OH],CC(OO)OCC(C)(C)O[O],CC(=O)OCC(C)(C)OO.[OH],KHP_formation
[O]OCOCCOO>>O=CCOCOO.[OH],[O]OCOCCOO,O=CCOCOO.[OH],KHP_formation
CC(COCO[O])OO>>CC(=O)COCOO.[OH],CC(COCO[O])OO,CC(=O)COCOO.[OH],KHP_formation
CC(O[O])OCCOO>>CC(OO)OCC=O.[OH],CC(O[O])OCCOO,CC(OO)OCC=O.[OH],KHP_formation
CC(COC(C)O[O])OO>>CC(=O)COC(C)OO.[OH],CC(COC(C)O[O])OO,CC(=O)COC(C)OO.[OH],KHP_formation
CC(C)(O[O])OCCOO>>CC(C)(OO)OCC=O.[OH],CC(C)(O[O])OCCOO,CC(C)(OO)OCC=O.[OH],KHP_formation
CC(COC(C)(C)O[O])OO>>CC(=O)COC(C)(C)OO.[OH],CC(COC(C)(C)O[O])OO,CC(=O)COC(C)(C)OO.[OH],KHP_formation
COC(CCCOO)O[O]>>COC(CCC=O)OO.[OH],COC(CCCOO)O[O],COC(CCC=O)OO.[OH],KHP_formation
COC(CCC(C)OO)O[O]>>COC(CCC(C)=O)OO.[OH],COC(CCC(C)OO)O[O],COC(CCC(C)=O)OO.[OH],KHP_formation
COC(C)(CCCOO)O[O]>>COC(C)(CCC=O)OO.[OH],COC(C)(CCCOO)O[O],COC(C)(CCC=O)OO.[OH],KHP_formation
COC(C)(CCC(C)OO)O[O]>>COC(C)(CCC(C)=O)OO.[OH],COC(C)(CCC(C)OO)O[O],COC(C)(CCC(C)=O)OO.[OH],KHP_formation
COC(CCCO[O])OO>>COC(=O)CCCOO.[OH],COC(CCCO[O])OO,COC(=O)CCCOO.[OH],KHP_formation
COC(CCC(C)O[O])OO>>COC(=O)CCC(C)OO.[OH],COC(CCC(C)O[O])OO,COC(=O)CCC(C)OO.[OH],KHP_formation
